access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,restricted_access,maximum_vehicle_class,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,cng_has_rng,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lng_has_rng,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blends,rd_blends_fr,rd_blended_with_biodiesel,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids,distance,distance_km,federal_agency,ev_network_ids
public,,,,2023-06-21,,ELEC,Public,195040,2012-02-06,,E,,,Three Embarcadero Center,800-663-5633,2023-06-21T00:04:26Z,,GPS,37.795138,-122.397361,San Francisco,,,CA,"Three Embarcadero Center, A Level Parking",94111,US,,,,,,,,,,,,['J1772'],,,2,SemaCharge Network,https://semaconnect.com/,,$2.00-$6.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['489'], 'posts': ['1240', '864']}",0.88858,1.43003,,"{'station': ['489'], 'posts': ['1240', '864']}"
public,,,,2023-06-21,,ELEC,Public,148559,2012-02-06,,E,,,Two Embarcadero Center,800-663-5633,2023-06-21T00:04:17Z,,GPS,37.795027,-122.3985,San Francisco,,,CA,"Two Embarcadero Center, A Level Parking",94111,US,,,,,,,,,,,,['J1772'],,,2,SemaCharge Network,https://semaconnect.com/,,$2.00-$6.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['488'], 'posts': ['1238', '862']}",0.89463,1.43977,,"{'station': ['488'], 'posts': ['1238', '862']}"
public,,,,2022-10-06,,ELEC,Public,113336,2015-11-02,P,E,,,Hilton San Francisco Union Square - Tesla Destination,415-771-1400  877-798-3752,2023-01-18T15:15:20Z,HOTEL,200-9,37.786079,-122.4104325,San Francisco,,,CA,333 O'Farrell St,94102,US,,,,,,,,,,,,['TESLA'],,,1,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['499935']},0.91217,1.468,,{'station': ['499935']}
public,,,,2023-06-21,,ELEC,Public,194305,2021-08-26,,E,,,"Columbia REIT - 650 California, LLC",888-998-2546,2023-06-21T00:00:39Z,,GPS,37.792629,-122.405029,San Francisco,Units under repair||,,CA,650 California Street,94108,US,,,,,,,,,,,,['J1772'],,,2,Blink Network,http://www.blinkcharging.com/,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['465ba1dd-d734-8158-93cc-330000612544'], 'posts': ['465ba1dd-d734-8158-93cc-330000506529', '465ba1dd-d734-8158-93cc-330000781231']}",0.91068,1.4656,,"{'station': ['465ba1dd-d734-8158-93cc-330000612544'], 'posts': ['465ba1dd-d734-8158-93cc-330000506529', '465ba1dd-d734-8158-93cc-330000781231']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,156095,2020-05-07,,E,,,550 KEARNY STATION 1,888-758-4389,2023-07-30T00:28:50Z,,GPS,37.793514,-122.404236,San Francisco,,,CA,665 Sacramento St,94111,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL2660861'], 'posts': ['3591211', '3591221']}",0.93273,1.50108,,"{'station': ['USCPIL2660861'], 'posts': ['3591211', '3591221']}"
public,,,,2022-10-06,,ELEC,Public,113339,2015-12-08,P,E,,,The Ritz-Carlton Hotel San Francisco - Tesla Destination,415-296-7465  877-798-3752,2023-01-18T15:15:20Z,HOTEL,200-9,37.7918779,-122.4071784,San Francisco,,,CA,600 Stockton St,94108,US,,,,,,,,,,,,"['J1772', 'TESLA']",,,2,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['503512']},0.95403,1.53536,,{'station': ['503512']}
public,24 hours daily,,,2023-07-30,,ELEC,Public,176999,2021-01-27,,E,,,450 SOUTH ST EV STATION 04,888-758-4389,2023-07-30T00:16:37Z,,GPS,37.769251,-122.388522,San Francisco,,,CA,450 South St,94158,US,,,,,,,,,,,,['J1772'],,,1,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL700011'], 'posts': ['931881']}",0.9668,1.55591,,"{'station': ['USCPIL700011'], 'posts': ['931881']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,177001,2021-01-27,,E,,,450 SOUTH ST EV STATION 08,888-758-4389,2023-07-30T00:16:37Z,,GPS,37.769255,-122.38847,San Francisco,,,CA,450 South St,94158,US,,,,,,,,,,,,['J1772'],,,1,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL699951'], 'posts': ['931781']}",0.96749,1.55702,,"{'station': ['USCPIL699951'], 'posts': ['931781']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,177000,2021-01-27,,E,,,450 SOUTH ST EV STATION 05,888-758-4389,2023-07-30T00:16:37Z,,GPS,37.769243,-122.388478,San Francisco,,,CA,450 South St,94158,US,,,,,,,,,,,,['J1772'],,,1,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL700001'], 'posts': ['931871']}",0.96812,1.55804,,"{'station': ['USCPIL700001'], 'posts': ['931871']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,177002,2021-01-27,,E,,,450 SOUTH ST EV STATION 07,888-758-4389,2023-07-30T00:16:37Z,,GPS,37.769185,-122.388429,San Francisco,,,CA,450 South St,94158,US,,,,,,,,,,,,['J1772'],,,1,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL699921'], 'posts': ['931731']}",0.97279,1.56555,,"{'station': ['USCPIL699921'], 'posts': ['931731']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,177003,2021-01-27,,E,,,450 SOUTH ST EV STATION 02,888-758-4389,2023-07-30T00:16:37Z,,GPS,37.769204,-122.388319,San Francisco,,,CA,450 South St,94158,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL699571'], 'posts': ['931371', '931381']}",0.9736,1.56686,,"{'station': ['USCPIL699571'], 'posts': ['931371', '931381']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,199378,2021-10-28,,E,,,UCSF CAMPUS MBEVSE5,888-758-4389,2023-07-30T00:42:16Z,,GPS,37.768303,-122.393709,San Francisco,,,CA,1625 Owens St,94158,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL10105021'], 'posts': ['17994121', '17994131']}",0.97779,1.5736,,"{'station': ['USCPIL10105021'], 'posts': ['17994121', '17994131']}"
public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,2023-07-30,,ELEC,Public,151241,2017-05-03,,E,False,,Community Center Garage,888-264-2208,2023-07-30T01:09:40Z,,GPS,37.768299,-122.393775,San Francisco,,,CA,1625 Owens St,94158,US,,,,,,,,,,,,['J1772'],,,2,Volta,https://voltacharging.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['35dbeb77-79f3-4f19-8edf-1021dbce3f60'], 'posts': ['e19ed61f-e0b1-4b59-be05-fcb981294451', 'fc410b22-9f88-4975-9f28-6ad8af30ef57']}",0.97794,1.57384,,"{'station': ['35dbeb77-79f3-4f19-8edf-1021dbce3f60'], 'posts': ['e19ed61f-e0b1-4b59-be05-fcb981294451', 'fc410b22-9f88-4975-9f28-6ad8af30ef57']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,178776,2021-01-27,,E,,,UCSF CAMPUS MBEVSE4,888-758-4389,2023-07-30T00:05:50Z,,GPS,37.768297,-122.39379,San Francisco,,,CA,1625 Owens St,94158,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL153735'], 'posts': ['205377', '205379']}",0.97804,1.574,,"{'station': ['USCPIL153735'], 'posts': ['205377', '205379']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,177004,2021-01-27,,E,,,450 SOUTH ST EV STATION 01,888-758-4389,2023-07-30T00:16:36Z,,GPS,37.769132,-122.388304,San Francisco,,,CA,450 South St,94158,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL699461'], 'posts': ['931241', '931251']}",0.97855,1.57482,,"{'station': ['USCPIL699461'], 'posts': ['931241', '931251']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,178778,2021-01-27,,E,,,UCSF CAMPUS MBEVSE3,888-758-4389,2023-07-30T00:05:49Z,,GPS,37.768295,-122.393845,San Francisco,,,CA,1625 Owens St,94158,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL153693'], 'posts': ['205289', '205291']}",0.97808,1.57407,,"{'station': ['USCPIL153693'], 'posts': ['205289', '205291']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,160283,2020-06-12,,E,,,UCSF CAMPUS MBEVSE1,888-758-4389,2023-07-30T00:05:55Z,,GPS,37.76829,-122.393962,San Francisco,,,CA,1625 Owens St,94158,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL155311'], 'posts': ['284523', '284525']}",0.97825,1.57434,,"{'station': ['USCPIL155311'], 'posts': ['284523', '284525']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,178777,2021-01-27,,E,,,UCSF CAMPUS MBEVSE2,888-758-4389,2023-07-30T00:05:50Z,,GPS,37.768289,-122.393906,San Francisco,,,CA,1625 Owens St,94158,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL153731'], 'posts': ['205369', '205371']}",0.9784,1.57458,,"{'station': ['USCPIL153731'], 'posts': ['205369', '205371']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,236233,2022-11-17,,E,,,650 TOWNSEND BCP 1,888-758-4389,2023-07-30T00:51:25Z,,GPS,37.770336,-122.403787,San Francisco,,,CA,699 8th St,94103,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL13203381'], 'posts': ['23078431', '23078441']}",0.98202,1.58041,,"{'station': ['USCPIL13203381'], 'posts': ['23078431', '23078441']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,159295,2020-06-12,,E,,,450 SOUTH ST EV STATION 06,888-758-4389,2023-07-30T00:16:37Z,,GPS,37.769004,-122.388411,San Francisco,,,CA,450 South St,94158,US,,,,,,,,,,,,['J1772'],,,1,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL700031'], 'posts': ['931901']}",0.98488,1.58501,,"{'station': ['USCPIL700031'], 'posts': ['931901']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,176998,2021-01-27,,E,,,450 SOUTH ST EV STATION 03,888-758-4389,2023-07-30T00:16:37Z,,GPS,37.769013,-122.388373,San Francisco,,,CA,450 South St,94158,US,,,,,,,,,,,,['J1772'],,,1,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL700021'], 'posts': ['931891']}",0.98499,1.58519,,"{'station': ['USCPIL700021'], 'posts': ['931891']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,235841,2022-11-09,,E,,,650 TOWNSEND BCP 7,888-758-4389,2023-07-30T00:06:17Z,,GPS,37.770286,-122.40384,San Francisco,,,CA,699 8th St,94103,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL158035'], 'posts': ['211267', '211269']}",0.98648,1.58759,,"{'station': ['USCPIL158035'], 'posts': ['211267', '211269']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,235845,2022-11-09,,E,,,650 TOWNSEND BCP 8,888-758-4389,2023-07-30T00:09:17Z,,GPS,37.770286,-122.403873,San Francisco,,,CA,699 8th St,94103,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL191765'], 'posts': ['259117', '259119']}",0.98743,1.58911,,"{'station': ['USCPIL191765'], 'posts': ['259117', '259119']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,235839,2022-11-09,,E,,,650 TOWNSEND BCP 3,888-758-4389,2023-07-30T00:05:54Z,,GPS,37.770303,-122.403937,San Francisco,,,CA,699 8th St,94103,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL154841'], 'posts': ['206707', '206709']}",0.98828,1.59048,,"{'station': ['USCPIL154841'], 'posts': ['206707', '206709']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,235842,2022-11-09,,E,,,650 TOWNSEND BCP 9,888-758-4389,2023-07-30T00:09:12Z,,GPS,37.770269,-122.403873,San Francisco,,,CA,699 8th St,94103,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL191105'], 'posts': ['258059', '258061']}",0.98843,1.59072,,"{'station': ['USCPIL191105'], 'posts': ['258059', '258061']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,236369,2022-11-20,,E,,,650 TOWNSEND BCP 10,888-758-4389,2023-07-30T00:09:12Z,,GPS,37.770235,-122.40383,San Francisco,,,CA,699 8th St,94103,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL191117'], 'posts': ['23090321', '23090331']}",0.98919,1.59195,,"{'station': ['USCPIL191117'], 'posts': ['23090321', '23090331']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,235840,2022-11-09,,E,,,650 TOWNSEND BCP 2,888-758-4389,2023-07-30T00:05:54Z,,GPS,37.770252,-122.403883,San Francisco,,,CA,699 8th St,94103,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL155145'], 'posts': ['207083', '207085']}",0.98971,1.59278,,"{'station': ['USCPIL155145'], 'posts': ['207083', '207085']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,235846,2022-11-09,,E,,,650 TOWNSEND BCP 4,888-758-4389,2023-07-30T00:09:17Z,,GPS,37.770269,-122.403926,San Francisco,,,CA,699 8th St,94103,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL191785'], 'posts': ['259153', '259155']}",0.98995,1.59317,,"{'station': ['USCPIL191785'], 'posts': ['259153', '259155']}"
public,24 hours daily,,,2023-07-29,,ELEC,Public,179411,2021-01-27,,E,,,UCSF CAMPUS MBHOSPITAL EV7,888-758-4389,2023-07-29T23:59:12Z,,GPS,37.76813,-122.394148,San Francisco,,,CA,1835 Owens St,94158,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL100055'], 'posts': ['116437', '116439']}",0.98909,1.59179,,"{'station': ['USCPIL100055'], 'posts': ['116437', '116439']}"
public,24 hours daily,,,2023-07-29,,ELEC,Public,179410,2021-01-27,,E,,,UCSF CAMPUS MBHOSPITAL EV8,888-758-4389,2023-07-29T23:59:12Z,,GPS,37.76813,-122.394116,San Francisco,,,CA,1835 Owens St,94158,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL100067'], 'posts': ['116459', '116461']}",0.98911,1.59182,,"{'station': ['USCPIL100067'], 'posts': ['116459', '116461']}"
public,24 hours daily,,,2023-07-29,,ELEC,Public,179414,2021-01-27,,E,,,UCSF CAMPUS MBHOSPITAL EV6,888-758-4389,2023-07-29T23:59:11Z,,GPS,37.768128,-122.394181,San Francisco,,,CA,1835 Owens St,94158,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL99915'], 'posts': ['2510771', '2510781']}",0.9892,1.59196,,"{'station': ['USCPIL99915'], 'posts': ['2510771', '2510781']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,160847,2020-06-12,,E,,,UCSF CAMPUS MBHOSPITAL EV5,888-758-4389,2023-07-30T00:00:44Z,,GPS,37.768125,-122.394213,San Francisco,,,CA,1835 Owens St,94158,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL113855'], 'posts': ['2366811', '2366821']}",0.98939,1.59227,,"{'station': ['USCPIL113855'], 'posts': ['2366811', '2366821']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,235843,2022-11-09,,E,,,650 TOWNSEND BCP 5,888-758-4389,2023-07-30T00:09:17Z,,GPS,37.770235,-122.403883,San Francisco,,,CA,699 8th St,94103,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL191755'], 'posts': ['259099', '259101']}",0.99071,1.59439,,"{'station': ['USCPIL191755'], 'posts': ['259099', '259101']}"
public,24 hours daily,,,2023-07-29,,ELEC,Public,179413,2021-01-27,,E,,,UCSF CAMPUS MBHOSPITAL EV4,888-758-4389,2023-07-29T23:59:11Z,,GPS,37.768121,-122.394246,San Francisco,,,CA,1835 Owens St,94158,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL99949'], 'posts': ['23172701', '23172711']}",0.98965,1.59269,,"{'station': ['USCPIL99949'], 'posts': ['23172701', '23172711']}"
public,24 hours daily,,,2023-07-29,,ELEC,Public,179416,2021-01-27,,E,,,UCSF CAMPUS MBHOSPITAL EV2,888-758-4389,2023-07-29T23:59:11Z,,GPS,37.76812,-122.394307,San Francisco,,,CA,1835 Owens St,94158,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL99955'], 'posts': ['9296951', '9296961']}",0.98969,1.59275,,"{'station': ['USCPIL99955'], 'posts': ['9296951', '9296961']}"
public,24 hours daily,,,2023-07-29,,ELEC,Public,179415,2021-01-27,,E,,,UCSF CAMPUS MBHOSPITAL EV1,888-758-4389,2023-07-29T23:58:58Z,,GPS,37.768114,-122.394341,San Francisco,,,CA,1835 Owens St,94158,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL98147'], 'posts': ['2499901', '2499911']}",0.9901,1.59341,,"{'station': ['USCPIL98147'], 'posts': ['2499901', '2499911']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,235844,2022-11-09,,E,,,650 TOWNSEND BCP 6,888-758-4389,2023-07-30T00:09:17Z,,GPS,37.770218,-122.403873,San Francisco,,,CA,699 8th St,94103,US,,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL191757'], 'posts': ['259103', '259105']}",0.99142,1.59554,,"{'station': ['USCPIL191757'], 'posts': ['259103', '259105']}"
public,,,,2023-06-21,,ELEC,Public,238023,2022-12-13,,E,,,Impark Parking,888-998-2546,2023-06-21T00:01:11Z,,GPS,37.79032,-122.409755,San Francisco,,,CA,750 Bush Street,94108,US,,,,,,,,,,,,['J1772'],,,1,Blink Network,http://www.blinkcharging.com/,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['465ba1dd-d734-8158-93cc-330000455805'], 'posts': ['465ba1dd-d734-8158-93cc-330000744948']}",0.99973,1.60891,,"{'station': ['465ba1dd-d734-8158-93cc-330000455805'], 'posts': ['465ba1dd-d734-8158-93cc-330000744948']}"
public,,,,2023-06-20,,ELEC,Public,96022,2016-07-08,,E,,,Owens St Parking Garage,888-998-2546,2023-06-20T00:11:02Z,,GPS,37.767928,-122.394263,San Francisco,DCFC is under repair Open Mon-Fri ||7:00am to 7:00pm. Closed Sat and Sun. | ||Paid Parking||,,CA,1670 Owens Street,94158,US,,,,,,,,,,,,['J1772'],,,4,Blink Network,http://www.blinkcharging.com/,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['465ba1dd-d734-8158-93cc-330000272527'], 'posts': ['465ba1dd-d734-8158-93cc-330000709943', '465ba1dd-d734-8158-93cc-330000712005', '465ba1dd-d734-8158-93cc-330000723121', '465ba1dd-d734-8158-93cc-330000723196']}",1.00295,1.61409,,"{'station': ['465ba1dd-d734-8158-93cc-330000272527'], 'posts': ['465ba1dd-d734-8158-93cc-330000709943', '465ba1dd-d734-8158-93cc-330000712005', '465ba1dd-d734-8158-93cc-330000723121', '465ba1dd-d734-8158-93cc-330000723196']}"
public,,,,2023-06-21,,ELEC,Public,195475,2015-03-26,,E,,,ACE Parking,800-663-5633,2023-06-21T00:04:09Z,,GPS,37.77839,-122.412238,San Francisco,,,CA,1160 Mission Street,94103,US,,,,,,,,,,,,['J1772'],,,2,SemaCharge Network,https://semaconnect.com/,,$1.50/Hr Parking Fee,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['3182'], 'posts': ['13844', '9138']}",1.01617,1.63537,,"{'station': ['3182'], 'posts': ['13844', '9138']}"
public,24 hours daily,,,2023-07-29,,ELEC,Public,192168,2020-07-22,,E,,,SOMA Grand,877-455-3833,2023-07-29T23:56:20Z,,GPS,37.7786972,-122.4126145,San Francisco,,,CA,1160 Mission St,94103,US,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",2,,,eVgo Network,https://www.evgo.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['27090'], 'posts': ['56017', '56019']}",1.03043,1.65832,,"{'station': ['27090'], 'posts': ['56017', '56019']}"
public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,2023-07-30,,ELEC,Public,151242,2017-02-10,,E,False,,Third Street Garage,888-264-2208,2023-07-30T01:10:45Z,,GPS,37.768046,-122.3897115,San Francisco,,,CA,1630 3Rd St,94158,US,,,,,,,,,,,,['J1772'],,,2,Volta,https://voltacharging.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['a9980f8d-6e55-48ec-858b-6b23e512dd84'], 'posts': ['658a36ce-1e4c-439a-a2ed-c7f04d2744f1', '91c7983e-db2b-43b3-a139-215a9a28d707']}",1.02736,1.65338,,"{'station': ['a9980f8d-6e55-48ec-858b-6b23e512dd84'], 'posts': ['658a36ce-1e4c-439a-a2ed-c7f04d2744f1', '91c7983e-db2b-43b3-a139-215a9a28d707']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,185570,2021-03-05,,E,,,CHASE CENTER BRIDGECLUB 5,888-758-4389,2023-07-30T00:24:28Z,,GPS,37.768179,-122.388557,San Francisco,,,CA,1601 3rd St,94158,US,,,,,,,,,,,,['J1772'],,,1,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1976671'], 'posts': ['2339301']}",1.03622,1.66763,,"{'station': ['USCPIL1976671'], 'posts': ['2339301']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,176113,2021-01-27,,E,,,CHASE CENTER AREA C ZONE 2-2,888-758-4389,2023-07-30T00:22:57Z,,GPS,37.76817,-122.38849,San Francisco,,,CA,1601 3rd St,94158,US,,,,,,,,,,,,['J1772'],,,1,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1911711'], 'posts': ['2255761']}",1.03794,1.6704,,"{'station': ['USCPIL1911711'], 'posts': ['2255761']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,176110,2021-01-27,,E,,,CHASE CENTER AREA C ZONE 1-3,888-758-4389,2023-07-30T00:23:11Z,,GPS,37.768141,-122.388552,San Francisco,,,CA,1601 3rd St,94158,US,,,,,,,,,,,,['J1772'],,,1,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1921821'], 'posts': ['2268901']}",1.03879,1.67177,,"{'station': ['USCPIL1921821'], 'posts': ['2268901']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,176107,2021-01-27,,E,,,CHASE CENTER AREA C ZONE 1-6,888-758-4389,2023-07-30T00:23:11Z,,GPS,37.768105,-122.388589,San Francisco,,,CA,1601 3rd St,94158,US,,,,,,,,,,,,['J1772'],,,1,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1921901'], 'posts': ['23058301']}",1.04053,1.67457,,"{'station': ['USCPIL1921901'], 'posts': ['23058301']}"
public,24 hours daily,,,2023-07-30,,ELEC,Public,185569,2021-03-05,,E,,,CHASE CENTER BRIDGECLUB 2,888-758-4389,2023-07-30T00:24:28Z,,GPS,37.768094,-122.388596,San Francisco,,,CA,1601 3rd St,94158,US,,,,,,,,,,,,['J1772'],,,1,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1976661'], 'posts': ['2339291']}",1.04114,1.67555,,"{'station': ['USCPIL1976661'], 'posts': ['2339291']}"
